pkey;ref_ouvrage;id_gis;comment;p_nom;sst30;gen_auto;temp_min;ref_profil;profil_libelle;pompe;groupe1;tpambgroupe1;groupe2;groupe3;ecs;direct;sstfulldirect;temp_ext;ref_zone_forcage;zone_forcage_libelle;regul_cad;ref_type_regulateur;regulateur_libelle;regulateur_num
235;39336;1511124;SST 2.0 Grand-Rue 31, 1630 BULLE;100;0;1;65;1008;SST2.0-groupe8;1;1;0;1;0;0;0;0;0;2008;ECS-zone8;1;4;MR08/12;1002
236;39337;1511249;SST 2.0 Marché 36, 1630 BULLE;50;0;1;65;1004;SST2.0-groupe4;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
237;39338;1511224;SST 2.0 Promenade 43, 1630 BULLE;160;0;1;65;1004;SST2.0-groupe4;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
240;39341;1511923;SST 2.0 Sionge 40, 1630 BULLE;70;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
241;39342;1511221;SST 2.0 Grand-Rue 36, 1630 BULLE;60;0;1;65;1016;SST2.0-groupe16;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
242;39343;1511924;SST 2.0 Grand-Rue 35, 1630 BULLE;180;0;1;65;1005;SST2.0-groupe5;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
243;39344;1511125;SST 2.0 Grand-Rue 37, 1630 BULLE;35;0;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
245;39346;1511126;SST 2.0 Grand-Rue 41, 1630 BULLE;60;0;1;65;1013;SST2.0-groupe13;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
246;39347;1511127;SST 2.0 Grand-Rue 43, 1630 BULLE;50;0;1;65;1009;SST2.0-groupe9;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
247;39348;1511128;SST 2.0 Grand-Rue 45, 1630 BULLE;60;0;1;65;1014;SST2.0-groupe14;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
1214;160526;1510595;SST 2.0 Gruyères 82, 1630 BULLE;70;0;1;65;1006;SST2.0-groupe6;0;1;0;0;0;1;0;0;1;2006;ECS-zone6;1;8;SST3.0 V1;1006
252;39353;9063084;SST 2.0 Place du Tilleul 11, 1630 BULLE;50;0;1;65;1010;SST2.0-groupe10;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
253;39354;235557221;SST 2.0 Moulin 39, 1630 BULLE;12;0;1;65;1015;SST2.0-groupe15;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
254;39355;235555177;SST 2.0 Moulin 45, 1630 BULLE;15;0;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
255;39356;235555180;SST 3.0 Moulin 49, 1630 BULLE;15;1;1;65;1005;SST2.0-groupe5;0;1;0;0;0;1;0;0;1;2005;ECS-zone5;1;8;SST3.0 V1;1006
256;39357;235555172;SST 2.0 Moulin 41, 1630 BULLE;10;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
257;39358;1510693;SST 2.0 Vevey 65, 1630 BULLE;75;0;1;65;1010;SST2.0-groupe10;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
258;39359;1510911;SST 2.0 Vevey 74, 1630 BULLE;15;0;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
1239;174145;1510769;SST 2.0 Colombettes 4, 1630 BULLE;15;0;1;65;1011;SST2.0-groupe11;0;1;0;0;0;1;0;0;1;2011;ECS-zone11;1;8;SST3.0 V1;1006
265;39366;190191451;SST 2.0 Vuippens 52, 1630 BULLE;180;0;1;65;1013;SST2.0-groupe13;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
936;13565;1517408;SST 3.0 Chantebrise 6, 1663 LA TOUR-DE -TREME;50;1;1;65;1001;SST2.0-groupe1;0;1;0;0;0;1;0;0;1;2001;ECS-zone1;1;8;SST3.0 V1;1006
269;39370;235556433;SST 2.0 Hôpital 40, 1632 RIAZ;90;0;1;65;1016;SST2.0-groupe16;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
270;39371;235556434;SST 2.0 Hôpital 42, 1632 RIAZ;90;0;1;65;1003;SST2.0-groupe3;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
271;39372;235557435;SST 2.0 Aurore 11, 1630 BULLE;7;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
272;39373;235557432;SST 2.0 Aurore 1, 1630 BULLE;7;0;1;65;1006;SST2.0-groupe6;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
273;39374;235557433;SST 2.0 Aurore 3, 1630 BULLE;7;0;1;65;1007;SST2.0-groupe7;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
1152;138492;1510547;SST 3.0 Vieux-Pont 23, 1630 BULLE;30;1;1;65;1003;SST2.0-groupe3;0;1;0;0;0;1;0;0;1;2003;ECS-zone3;1;8;SST3.0 V1;1006
277;39378;190751429;SST 2.0 Europe 14, 1630 BULLE;900;0;1;65;1014;SST2.0-groupe14;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
278;39379;190205337;SST 2.0 Bouleyres 35, 1630 BULLE;280;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;3;MR07;1001
280;39381;1517554;SST 2.0 Tivoli 19, 1663 LA TOUR-DE -TREME;160;0;1;65;1012;SST2.0-groupe12;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
281;39382;235557413;SST 2.0 Plaisance 23, 1630 BULLE;22;0;1;65;1013;SST2.0-groupe13;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
282;39383;235557409;SST 2.0 Plaisance 11, 1630 BULLE;22;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
283;39384;235557406;SST 2.0 Plaisance 7, 1630 BULLE;22;0;1;65;1008;SST2.0-groupe8;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
284;39385;3091146;SST 2.0 Montsalvens 2, 1630 BULLE;30;0;1;65;1003;SST2.0-groupe3;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
285;39386;1510624;SST 2.0 Moléson 26, 1630 BULLE;60;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
286;39387;1510623;SST 2.0 Moléson 24, 1630 BULLE;20;0;1;65;1008;SST2.0-groupe8;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
287;39388;1510629;SST 2.0 Montsalvens 6, 1630 BULLE;35;0;1;65;1013;SST2.0-groupe13;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
288;39389;1510687;SST 2.0 Montsalvens 12, 1630 BULLE;60;0;1;65;1009;SST2.0-groupe9;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
289;39390;1510701;SST 2.0 Abbé-Bovet 9, 1630 BULLE;50;0;1;65;1015;SST2.0-groupe15;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
1209;159451;9063080;SST 2.0 Croix-Blanche 10, 1630 BULLE;200;0;1;65;1009;SST2.0-groupe9;1;0;0;0;0;0;0;0;0;2009;ECS-zone9;1;7;SST3.0 V0;1005
291;39392;1510700;SST 2.0 Abbé-Bovet 10, 1630 BULLE;50;0;1;65;1004;SST2.0-groupe4;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
296;39397;235002769;SST 2.0 Armaillis 17, 1630 BULLE;12;0;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
297;39398;235002824;SST 2.0 Armaillis 15, 1630 BULLE;12;0;1;65;1014;SST2.0-groupe14;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
919;13019;1517151;SST 3.0 Agges 16, 1663 LA TOUR-DE -TREME;10;1;1;65;1008;SST2.0-groupe8;0;1;0;1;0;1;0;0;1;2008;ECS-zone8;1;9;SST3.0 V2;1007
299;39400;190207536;SST 2.0 Aurore 10, 1630 BULLE;55;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
300;39401;1517192;SST 2.0 Roseires 1, 1663 LA TOUR-DE -TREME;25;0;1;65;1005;SST2.0-groupe5;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
301;39402;1510910;SST 2.0 Vevey 68, 1630 BULLE;30;0;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
1199;157838;192013302;SST 2.0 Monts 23, 1632 RIAZ;25;0;1;65;1016;SST2.0-groupe16;0;1;0;0;0;1;0;0;1;2016;ECS-zone16;1;8;SST3.0 V1;1006
304;39405;1517457;SST 2.0 Ancien-Comté 21, 1663 LA TOUR-DE -TREME;35;0;1;65;1012;SST2.0-groupe12;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
305;39406;190454628;SST 2.0 Vieux-Pont 5, 1630 BULLE;50;0;1;65;1003;SST2.0-groupe3;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
307;39408;1510548;SST 2.0 Vieux-Pont 11, 1630 BULLE;30;0;1;65;1008;SST2.0-groupe8;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
308;39409;235557451;SST 2.0 Pervenches 18, 1630 BULLE;15;0;1;65;1016;SST2.0-groupe16;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
309;39410;235557452;SST 2.0 Pervenches 20, 1630 BULLE;15;0;1;65;1003;SST2.0-groupe3;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
310;39411;190440168;SST 3.0 Câro 50, 1630 BULLE;85;1;1;65;1007;SST2.0-groupe7;0;0;0;0;0;0;0;0;0;2007;ECS-zone7;0;7;SST3.0 V0;1005
311;39412;190853709;SST 3.0 Câro 42, 1630 BULLE;85;1;1;65;1010;SST2.0-groupe10;0;0;0;0;0;0;0;0;0;2010;ECS-zone10;1;7;SST3.0 V0;1005
313;39414;3091174;SST 2.0 Verdel 3, 1630 BULLE;150;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
315;39416;1511424;SST 2.0 Morlon 31, 1630 BULLE;100;0;1;65;1004;SST2.0-groupe4;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
316;39417;3091212;SST 2.0 Verdel 1, 1630 BULLE;100;0;1;65;1015;SST2.0-groupe15;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
318;39419;1511332;SST 2.0 Ondine 47, 1630 BULLE;25;0;1;65;1014;SST2.0-groupe14;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
319;39420;1511334;SST 2.0 Stade 43, 1630 BULLE;70;0;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
320;39421;3091179;SST 2.0 Stade 41, 1630 BULLE;30;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
322;39423;1510636;SST 2.0 Joseph-Reichlen 19, 1630 BULLE;50;0;1;65;1006;SST2.0-groupe6;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
324;39425;1510632;SST 2.0 Montsalvens 27, 1630 BULLE;35;0;1;65;1007;SST2.0-groupe7;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
325;39426;1510633;SST 2.0 Saint-Denis 77, 1630 BULLE;50;0;1;65;1013;SST2.0-groupe13;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
326;39427;1510690;SST 2.0 Saint-Denis 81, 1630 BULLE;35;0;1;65;1005;SST2.0-groupe5;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
328;39429;1510635;SST 2.0 Montsalvens 28, 1630 BULLE;170;0;1;65;1016;SST2.0-groupe16;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
329;39430;3091160;SST 2.0 Montsalvens 30, 1630 BULLE;90;0;1;65;1007;SST2.0-groupe7;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
330;39431;1510688;SST 2.0 Montsalvens 32, 1630 BULLE;90;0;1;65;1013;SST2.0-groupe13;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
1228;164104;235555970;SST 3.0 Vudalla 31, 1630 BULLE;50;1;1;65;1004;SST2.0-groupe4;0;0;0;0;0;0;0;0;0;2004;ECS-zone4;1;7;SST3.0 V0;1005
332;39433;1517459;SST 2.0 Ancien-Comté 25, 1663 LA TOUR-DE -TREME;100;0;1;65;1008;SST2.0-groupe8;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
333;39434;1517615;SST 2.0 Levant 5, 1663 LA TOUR-DE -TREME;150;0;1;65;1005;SST2.0-groupe5;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
334;39435;1517423;SST 2.0 Mésanges 5, 1663 LA TOUR-DE -TREME;140;0;1;65;1009;SST2.0-groupe9;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
335;39436;1517425;SST 2.0 Mésanges 4, 1663 LA TOUR-DE -TREME;10;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
336;39437;1517421;SST 2.0 Mésanges 2, 1663 LA TOUR-DE -TREME;12;0;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
337;39438;190461469;SST 2.0 Celtes 6, 1630 BULLE;80;0;1;65;1005;SST2.0-groupe5;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
338;39439;1517402;SST 2.0 Donjon 15, 1663 LA TOUR-DE -TREME;90;0;1;65;1007;SST2.0-groupe7;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
340;39441;1511152;SST 2.0 Lécheretta 12, 1630 BULLE;50;0;1;65;1004;SST2.0-groupe4;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
341;39442;1511094;SST 2.0 Château-d'en-Bas 15, 1630 BULLE;60;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
342;39443;1511766;SST 2.0 Léchère 29, 1630 BULLE;150;0;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
344;39445;191373470;SST 2.0 Vevey 120, 1630 BULLE;60;0;1;65;1010;SST2.0-groupe10;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
345;39446;190454708;SST 2.0 Plaisance 41, 1630 BULLE;5;0;1;65;1007;SST2.0-groupe7;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
925;13185;191769038;SST 3.0 Closalet 20b, 1663 LA TOUR-DE -TREME;15;1;1;65;1015;SST2.0-groupe15;0;1;0;1;0;1;0;0;0;2015;ECS-zone15;1;9;SST3.0 V2;1007
347;39448;1511174;SST 2.0 Gruyères 22, 1630 BULLE;90;0;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
405;39506;190978170;SST 2.0 Condémine 64, 1630 BULLE;80;0;1;65;1004;SST2.0-groupe4;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
495;39596;1515865;SST 2.0 Gruyère 60, 1632 RIAZ;60;0;1;65;1005;SST2.0-groupe5;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
551;39655;1511182;SST 2.0 Saint-Denis 68, 1630 BULLE;25;0;1;65;1016;SST2.0-groupe16;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
569;39673;190692549;SST 2.0 Colombettes 5, 1630 BULLE;35;0;1;65;1003;SST2.0-groupe3;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
615;39719;191523571;SST 2.0 Sionge 18, 1632 RIAZ;15;0;1;65;1014;SST2.0-groupe14;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
723;39828;1517165;SST 2.0 Granges 9, 1663 LA TOUR-DE -TREME;15;0;1;65;1003;SST2.0-groupe3;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
1247;178972;192039793;SST 2.0 Paix 31, 1630 BULLE;30;0;1;65;1015;SST2.0-groupe15;0;1;0;0;0;1;0;0;1;2015;ECS-zone15;1;8;SST3.0 V1;1006
750;39892;1510661;SST 2.0 Pierre-Sciobéret 101, 1630 BULLE;15;0;1;65;1007;SST2.0-groupe7;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
753;39895;191688819;SST 3.0 Château-d'en-Bas 31, 1630 BULLE;160;1;1;65;1001;SST2.0-groupe1;0;1;0;0;0;0;1;0;1;2001;ECS-zone1;1;8;SST3.0 V1;1006
756;39898;1510729;SST 2.0 Vanils 10, 1630 BULLE;20;0;1;65;1016;SST2.0-groupe16;0;1;0;1;0;1;0;0;0;2016;ECS-zone16;1;8;SST3.0 V1;1006
1072;132118;1516047;SST 2.0 Perrausa 23, 1632 RIAZ;15;0;1;65;1007;SST2.0-groupe7;0;1;0;0;0;1;0;0;1;2007;ECS-zone7;1;8;SST3.0 V1;1006
755;39897;1511181;SST 3.0 Saint-Denis 66, 1630 BULLE;180;1;1;65;1007;SST2.0-groupe7;0;0;0;0;0;0;0;0;0;2007;ECS-zone7;1;7;SST3.0 V0;1005
758;39900;1513806;SST 2.0 Prays 19, 1638 GRUYERES;20;0;1;65;1016;SST2.0-groupe16;0;1;0;0;0;1;0;0;0;2016;ECS-zone16;1;8;SST3.0 V1;1006
1128;137634;1510833;SST 3.0 Saucens 8, 1630 BULLE;10;1;1;65;1006;SST2.0-groupe6;0;1;0;0;0;1;0;0;1;2006;ECS-zone6;1;8;SST3.0 V1;1006
768;39910;235006927;SST 3.0 Corbières 51, 1630 BULLE;250;1;1;65;1003;SST2.0-groupe3;0;0;0;0;0;0;0;0;0;2003;ECS-zone3;1;7;SST3.0 V0;1005
769;39911;190216134;SST 3.0 Câtillon 14, 1630 BULLE;8;1;1;65;1004;SST2.0-groupe4;0;0;0;0;0;0;0;0;0;2004;ECS-zone4;1;7;SST3.0 V0;1005
773;39915;235006912;SST 3.0 Vuippens 32-34-36-38, 1630 BULLE;220;0;1;65;1008;SST2.0-groupe8;0;0;0;0;0;0;0;0;0;2008;ECS-zone8;1;7;SST3.0 V0;1005
775;39917;1510558;SST 3.0 Vieux-Pont 76, 1630 BULLE;200;1;1;65;1005;SST2.0-groupe5;0;1;0;0;0;1;0;0;0;2005;ECS-zone5;1;8;SST3.0 V1;1006
776;39918;235555161;SST 3.0 Campanules 15, 1630 BULLE;15;1;1;65;1002;SST2.0-groupe2;0;1;0;0;0;1;0;0;0;2002;ECS-zone2;1;8;SST3.0 V1;1006
1077;134122;235005401;SST 2.0 Gruyère 56, 1632 RIAZ;10;0;1;65;1014;SST2.0-groupe14;0;1;0;0;0;1;0;0;1;2014;ECS-zone14;1;8;SST3.0 V1;1006
778;39920;1511248;SST 3.0 Marché 32, 1630 BULLE;35;1;1;65;1008;SST2.0-groupe8;0;1;0;0;0;1;0;0;1;2008;ECS-zone8;1;8;SST3.0 V1;1006
1229;164309;191858178;SST 3.0 Etang 12a, 1630 BULLE;90;1;1;65;1006;SST2.0-groupe6;0;0;0;0;0;0;0;0;0;2006;ECS-zone6;1;7;SST3.0 V0;1005
783;39925;190444488;SST 3.0 Câtillon 6, 1630 BULLE;8;1;1;65;1015;SST2.0-groupe15;0;1;1;0;0;1;0;0;1;2015;ECS-zone15;1;8;SST3.0 V1;1006
1153;138771;1517201;SST 3.0 Côte 3, 1663 LA TOUR-DE -TREME;15;1;1;65;1007;SST2.0-groupe7;0;1;0;0;0;1;0;0;1;2007;ECS-zone7;1;8;SST3.0 V1;1006
785;39927;235004454;SST 3.0 Campanules 19, 1630 BULLE;15;1;1;65;1014;SST2.0-groupe14;0;1;0;0;0;0;0;0;0;2014;ECS-zone14;1;8;SST3.0 V1;1006
1033;125194;3091329;SST 2.0 Grande-Gîte 9, 1630 BULLE;10;0;1;65;1010;SST2.0-groupe10;0;1;0;0;0;1;0;0;1;2010;ECS-zone10;1;8;SST3.0 V1;1006
793;39935;190195398;SST 2.0 Taillemau 17, 1630 BULLE;6;0;1;65;1010;SST2.0-groupe10;0;1;0;0;0;0;0;0;0;2010;ECS-zone10;1;8;SST3.0 V1;1006
929;13387;1510840;SST 3.0 Saucens 19, 1630 BULLE;10;1;1;65;1001;SST2.0-groupe1;0;1;0;0;0;1;0;0;1;2001;ECS-zone1;1;8;SST3.0 V1;1006
796;39938;190207596;SST 3.0 Aurore 22, 1630 BULLE;22;1;1;65;1015;SST2.0-groupe15;0;0;0;0;0;0;0;0;0;2015;ECS-zone15;1;7;SST3.0 V0;1005
1210;159454;502172005;SST 2.0 Place de l'Eglise 1, 1663 LA TOUR-DE -TREME;90;0;1;65;1008;SST2.0-groupe8;0;1;0;0;0;0;0;0;1;2008;ECS-zone8;1;8;SST3.0 V1;1006
803;39945;235555906;SST 2.0 Hôpital 45, 1632 RIAZ;40;0;1;65;1005;SST2.0-groupe5;0;1;0;0;0;1;0;0;1;2005;ECS-zone5;1;8;SST3.0 V1;1006
814;39956;191857396;SST 2.0 Stand 40, 1630 BULLE;420;0;1;65;1008;SST2.0-groupe8;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
1185;154933;1518786;SST 2.0 Grand-Fin 17, 1638 VUPPENS;50;0;1;65;1009;SST2.0-groupe9;0;1;0;0;0;1;0;0;1;2009;ECS-zone9;1;8;SST3.0 V1;1006
1240;174148;3091283;SST 2.0 Câro 5, 1630 BULLE;150;0;1;65;1009;SST2.0-groupe9;0;1;0;0;0;1;0;0;1;2009;ECS-zone9;1;8;SST3.0 V1;1006
1034;125197;1513810;SST 2.0 Prays 22, 1638 GRUYERES;10;0;1;65;1016;SST2.0-groupe16;0;1;0;1;0;1;0;0;1;2016;ECS-zone16;1;9;SST3.0 V2;1007
1035;125200;1511136;SST 2.0 Sionge 54, 1630 BULLE;50;0;1;65;1007;SST2.0-groupe7;0;1;0;0;0;0;0;0;1;2007;ECS-zone7;1;8;SST3.0 V1;1006
1248;178975;1510707;SST 2.0 Tirage 27, 1630 BULLE;50;0;1;65;1016;SST2.0-groupe16;0;1;0;0;0;1;0;0;1;2016;ECS-zone16;1;8;SST3.0 V1;1006
1037;125206;3091345;SST 3.0 Clos-Regots 4, 1630 BULLE;10;1;1;65;1013;SST2.0-groupe13;0;1;0;0;0;1;0;0;1;2013;ECS-zone13;1;8;SST3.0 V1;1006
1038;125209;1510756;SST 2.0 Vevey 155, 1630 BULLE;40;0;1;65;1001;SST2.0-groupe1;0;1;0;1;0;0;1;0;1;2001;ECS-zone1;1;10;SST3.0 V3;1008
1020;124295;1511077;SST 3.0 Toula 14, 1630 BULLE;250;1;1;65;1012;SST2.0-groupe12;0;0;0;0;0;0;1;0;0;2012;ECS-zone12;1;8;SST3.0 V1;1006
1141;137673;3091296;SST 3.1 Comte-Michel 7, 1630 BULLE;10;1;1;65;1002;SST2.0-groupe2;0;1;0;0;0;1;0;0;1;2002;ECS-zone2;1;0;Non defini;0
1193;156013;1517139;SST 3.1 Agges 51, 1663 LA TOUR-DE -TREME;70;1;1;65;1011;SST2.0-groupe11;0;1;0;0;0;1;0;0;1;2011;ECS-zone11;1;0;Non defini;0
1050;125876;1517652;SST 3.0 Ménestrels 1, 1663 LA TOUR-DE -TREME;50;1;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2001;ECS-zone1;1;7;SST3.0 V0;1005
1051;125879;160003715;SST 2.0 Préville 1, 1663 LA TOUR-DE -TREME;10;0;1;65;1002;SST2.0-groupe2;0;1;0;0;0;1;0;0;1;2002;ECS-zone2;1;8;SST3.0 V1;1006
1052;125882;2412859;SST 2.0 Abbé-Maignon 7, 1630 BULLE;10;0;1;65;1004;SST2.0-groupe4;0;1;0;0;0;1;0;0;1;2004;ECS-zone4;1;8;SST3.0 V1;1006
1130;137640;3091305;SST 3.1 Chalamala 53, 1630 BULLE;10;1;1;65;1001;SST2.0-groupe1;0;1;0;0;0;1;0;0;1;2001;ECS-zone1;1;0;Non defini;0
1042;125670;235005374;SST 3.0 Vevey 255, 1630 BULLE;110;1;1;65;1014;SST2.0-groupe14;0;1;0;1;0;1;0;0;1;2014;ECS-zone14;1;9;SST3.0 V2;1007
1009;53219;1510744;SST 3.0 Albergeux 15, 1630 BULLE;15;1;1;65;1005;SST2.0-groupe5;0;1;0;0;0;1;0;0;1;2005;ECS-zone5;1;8;SST3.0 V1;1006
1241;174151;235001387;SST 2.0 Câro 11, 1630 BULLE;150;0;1;65;1010;SST2.0-groupe10;0;1;0;0;0;1;0;0;1;2010;ECS-zone10;1;8;SST3.0 V1;1006
1057;125897;235002858;SST 3.0 Xavier-de-Poret 5, 1630 BULLE;100;1;1;65;1011;SST2.0-groupe11;0;1;0;1;0;1;0;0;1;2011;ECS-zone11;1;9;SST3.0 V2;1007
220;39321;1511110;SST 3.0 Lécheretta 37, 1630 BULLE;70;1;1;65;1015;SST2.0-groupe15;0;1;0;1;0;1;0;0;1;2015;ECS-zone15;1;10;SST3.0 V3;1008
1021;124298;1511289;SST 3.0 Corbières 33, 1630 BULLE;70;1;1;65;1013;SST2.0-groupe13;0;1;0;0;0;1;0;0;1;2013;ECS-zone13;1;8;SST3.0 V1;1006
763;39905;191682353;SST 3.0 Riaz 15, 1630 BULLE;150;1;1;65;1015;SST2.0-groupe15;0;0;0;0;0;0;0;0;0;2015;ECS-zone15;1;7;SST3.0 V0;1005
1055;125891;160003652;SST 3.0 Xavier-de-Poret 22, 1630 BULLE;10;1;1;65;1001;SST2.0-groupe1;0;1;0;0;0;1;0;0;1;2001;ECS-zone1;1;8;SST3.0 V1;1006
